Customer_ID,Customer_Name,Gender,Age,Segment,Join_Date,City,State,Region
CUST00102,Ojas Rana,Female,57,Retail,2026-05-04,Bengaluru,Karnataka,South
CUST00103,Chasmum Ramesh,Male,63,Education,2025-06-01,Amritsar,Punjab,North
CUST00104,Omya Ratti,Male,27,Retail,2026-01-18,Amritsar,Punjab,North
CUST00105,Vidhi Mander,Male,29,Government,2023-04-08,Coimbatore,Tamil Nadu,South
CUST00106,Kalpit Bhargava,Male,25,Education,2025-09-22,Ludhiana,Punjab,North
CUST00107,Mohini Sankar,Female,46,Government,2025-11-26,Warangal,Telangana,South
CUST00108,Bakhshi Mital,Female,28,Education,2023-05-09,Siliguri,West Bengal,East
CUST00109,Devansh Naik,Male,58,SME,2022-10-14,Amritsar,Punjab,North
CUST00110,Tanmayi Tank,Male,35,Education,2025-10-13,Siliguri,West Bengal,East
CUST00111,Wakeeta Soman,Female,33,SME,2025-12-29,Madurai,Tamil Nadu,South
CUST00112,Dhruv Kata,Male,26,Corporate,2022-04-06,Surat,Gujarat,West
CUST00113,Zaid Handa,Male,63,Corporate,2021-07-15,Thiruvananthapuram,Kerala,South
CUST00114,Neelima Narayan,Female,39,Government,2025-05-29,Coimbatore,Tamil Nadu,South
CUST00115,Ijaya Sachdev,Male,31,Education,2024-08-13,Amritsar,Punjab,North
CUST00116,Yashvi Datta,Female,48,Retail,2026-01-13,New Delhi,Delhi,North
CUST00117,Xalak Ratti,Female,44,Government,2024-02-25,Surat,Gujarat,West
CUST00118,Owen Gokhale,Female,32,SME,2026-01-15,Kolkata,West Bengal,East
CUST00119,Dominic Dhawan,Male,42,SME,2021-07-20,New Delhi,Delhi,North
CUST00120,Nidhi Bhasin,Female,26,Government,2026-04-10,New Delhi,Delhi,North
CUST00121,Priya Parmar,Female,55,Government,2024-08-28,Kolkata,West Bengal,East
CUST00122,Oviya Kadakia,Female,26,Education,2025-01-05,Bengaluru,Karnataka,South
CUST00123,Hamsini Chandran,Female,42,SME,2025-04-03,Hyderabad,Telangana,South
CUST00124,Ayaan Buch,Female,39,Education,2026-01-16,Thiruvananthapuram,Kerala,South
CUST00125,Tanveer Ganesh,Female,23,Education,2022-05-12,Pune,Maharashtra,West
CUST00126,Gabriel Sankaran,Male,40,Corporate,2026-06-07,Mangaluru,Karnataka,South
CUST00127,Agastya Pillay,Male,19,Corporate,2025-08-13,Madurai,Tamil Nadu,South
CUST00128,Adya Dayal,Male,33,Corporate,2022-10-13,Kochi,Kerala,South
CUST00129,Panini Mammen,Male,47,SME,2023-07-28,Ludhiana,Punjab,North
CUST00130,Pushti Kothari,Male,28,SME,2022-06-02,Ahmedabad,Gujarat,West
CUST00131,Ayaan Bora,Male,37,Government,2022-06-04,Madurai,Tamil Nadu,South
CUST00132,Vansha Brar,Male,22,Government,2021-08-02,New Delhi,Delhi,North
CUST00133,Gaurangi Jaggi,Female,61,Government,2025-06-24,Kochi,Kerala,South
CUST00134,Anay Kibe,Male,40,Government,2025-10-18,Madurai,Tamil Nadu,South
CUST00135,Yashasvi Om,Male,50,SME,2025-07-22,New Delhi,Delhi,North
CUST00136,Daksha Hans,Female,24,Education,2021-12-10,Mysuru,Karnataka,South
CUST00137,Samesh Ratti,Female,63,Corporate,2023-10-26,Vadodara,Gujarat,West
CUST00138,Nirja Savant,Female,57,Government,2024-05-03,New Delhi,Delhi,North
CUST00139,Gautam Cherian,Female,64,Government,2023-08-16,Amritsar,Punjab,North
CUST00140,Amrita Pau,Male,23,SME,2024-12-15,Pune,Maharashtra,West
CUST00141,Neelima Narayan,Female,54,Government,2022-04-08,Ludhiana,Punjab,North
CUST00142,Eesha Mane,Male,49,SME,2024-08-11,New Delhi,Delhi,North
CUST00143,Karan Joshi,Male,40,SME,2023-11-21,Warangal,Telangana,South
CUST00144,Faqid Dubey,Female,53,Retail,2021-07-31,Surat,Gujarat,West
CUST00145,Waida Basu,Male,33,Education,2021-12-18,Kolkata,West Bengal,East
CUST00146,Vinaya Cherian,Female,59,Education,2024-12-20,Ludhiana,Punjab,North
CUST00147,Bimala Shukla,Male,36,Corporate,2025-10-31,Ludhiana,Punjab,North
CUST00148,Adweta Bawa,Female,60,Government,2021-08-19,New Delhi,Delhi,North
CUST00149,Chanakya Narang,Female,45,Government,2025-07-21,Surat,Gujarat,West
CUST00150,Urvashi Thakur,Female,35,SME,2026-04-15,Surat,Gujarat,West
CUST00151,Aarav Mammen,Male,64,Corporate,2022-03-21,Mumbai,Maharashtra,West
CUST00152,Chakradev Pingle,Male,30,Corporate,2024-05-06,Ahmedabad,Gujarat,West
CUST00153,Ekta Butala,Female,24,Corporate,2022-01-03,Amritsar,Punjab,North
CUST00154,Darika Dani,Female,29,SME,2024-05-20,Mumbai,Maharashtra,West
CUST00155,Darika Jha,Male,35,Retail,2024-06-28,Mangaluru,Karnataka,South
CUST00156,Nimrat Sha,Female,62,Corporate,2025-05-01,Mangaluru,Karnataka,South
CUST00157,Chandani Munshi,Male,54,SME,2023-08-31,Ludhiana,Punjab,North
CUST00158,Nandini Bhattacharyya,Female,39,Corporate,2023-05-03,Amritsar,Punjab,North
CUST00159,Baghyawati Shanker,Female,25,Retail,2025-03-09,Mysuru,Karnataka,South
CUST00160,Ikshita Barad,Male,54,Retail,2023-09-10,New Delhi,Delhi,North
CUST00161,Indali Bali,Female,23,Corporate,2024-07-19,Hyderabad,Telangana,South
CUST00162,Chakradhar Borra,Female,56,Government,2026-01-30,Madurai,Tamil Nadu,South
CUST00163,Vansha Dugal,Female,46,Education,2022-05-16,Indore,Madhya Pradesh,Central
CUST00164,Anvi Apte,Female,37,Government,2023-03-07,Nagpur,Maharashtra,West
CUST00165,Banjeet Thakur,Male,31,Corporate,2025-11-23,Indore,Madhya Pradesh,Central
CUST00166,Lopa Lall,Male,28,Corporate,2024-06-27,Nagpur,Maharashtra,West
CUST00167,Anika Grover,Male,28,Retail,2025-11-25,Karimnagar,Telangana,South
CUST00168,Madhavi Dixit,Female,36,Retail,2023-07-22,New Delhi,Delhi,North
CUST00169,Warhi Vohra,Female,62,Education,2023-02-01,Thiruvananthapuram,Kerala,South
CUST00170,Manya Barad,Male,34,Government,2021-10-31,Madurai,Tamil Nadu,South
CUST00171,Nicholas Walia,Male,52,Corporate,2025-06-23,Thiruvananthapuram,Kerala,South
CUST00172,Meghana Thakur,Male,22,Retail,2025-07-01,Warangal,Telangana,South
CUST00173,Matthew Soni,Female,46,Retail,2021-09-25,Warangal,Telangana,South
CUST00174,Chanakya Balasubramanian,Female,35,Government,2025-09-24,Amritsar,Punjab,North
CUST00175,Anamika Sandal,Female,23,Government,2022-02-09,Siliguri,West Bengal,East
CUST00176,Harrison Pau,Female,56,SME,2023-01-17,Mysuru,Karnataka,South
CUST00177,Samuel Sarraf,Male,61,Government,2026-05-04,Bengaluru,Karnataka,South
CUST00178,Zehaan Hayre,Female,54,Retail,2023-12-13,Indore,Madhya Pradesh,Central
CUST00179,Dayita Iyengar,Female,35,Corporate,2023-04-17,Warangal,Telangana,South
CUST00180,Chaman Bobal,Female,23,Education,2023-04-06,Bhopal,Madhya Pradesh,Central
CUST00181,Dipta Cherian,Female,38,Retail,2023-02-07,Surat,Gujarat,West
CUST00182,Lakshit Merchant,Female,62,Education,2025-11-04,Warangal,Telangana,South
CUST00183,Oliver Walia,Female,53,Retail,2022-04-15,Nagpur,Maharashtra,West
CUST00184,Damini Cheema,Female,34,SME,2024-12-23,Ludhiana,Punjab,North
CUST00185,Isha Ahuja,Male,60,Government,2025-12-26,Coimbatore,Tamil Nadu,South
CUST00186,Tarak Handa,Male,30,Government,2026-03-09,Amritsar,Punjab,North
CUST00187,Ekani Goswami,Female,58,Education,2022-10-13,Vadodara,Gujarat,West
CUST00188,Warjas Viswanathan,Female,53,Corporate,2024-10-15,Bengaluru,Karnataka,South
CUST00189,Balveer Acharya,Female,25,Retail,2024-11-17,Pune,Maharashtra,West
CUST00190,Henry Saini,Male,37,Government,2023-08-23,Indore,Madhya Pradesh,Central
CUST00191,Vidhi Saxena,Female,23,Corporate,2024-06-28,Mangaluru,Karnataka,South
CUST00192,Vedika Deep,Male,59,Corporate,2025-02-05,Coimbatore,Tamil Nadu,South
CUST00193,Warda Nayak,Female,44,Education,2025-06-30,Amritsar,Punjab,North
CUST00194,Balveer Srivastava,Female,53,Corporate,2023-02-15,Ludhiana,Punjab,North
CUST00195,Harita Raval,Male,22,SME,2022-03-18,New Delhi,Delhi,North
CUST00196,Advik Varma,Female,18,SME,2021-12-09,New Delhi,Delhi,North
CUST00197,Sara Srivastava,Female,27,Education,2022-07-25,Nagpur,Maharashtra,West
CUST00198,Aarush Vohra,Female,39,Government,2025-11-04,Siliguri,West Bengal,East
CUST00199,Zilmil Kamdar,Female,38,Corporate,2022-03-08,Siliguri,West Bengal,East
CUST00200,Advaith Chawla,Female,32,Education,2021-09-06,Kozhikode,Kerala,South
CUST00201,Damyanti Savant,Female,63,Education,2024-03-09,Mysuru,Karnataka,South
CUST00202,Manbir Konda,Female,20,Corporate,2023-01-02,New Delhi,Delhi,North
CUST00203,Yug Brar,Male,46,Retail,2024-04-19,Siliguri,West Bengal,East
CUST00204,Madhav Devan,Male,64,Corporate,2024-09-15,Siliguri,West Bengal,East
CUST00205,Saumya Golla,Male,48,SME,2023-06-09,New Delhi,Delhi,North
CUST00206,Rajata Murthy,Female,59,Retail,2024-06-23,Vadodara,Gujarat,West
CUST00207,Sanaya Sood,Female,38,Education,2023-02-27,Vadodara,Gujarat,West
CUST00208,Ekanta Biswas,Male,33,SME,2025-09-08,Kolkata,West Bengal,East
CUST00209,Shivansh Batra,Male,45,Retail,2024-01-21,Kozhikode,Kerala,South
CUST00210,Diya Majumdar,Male,62,SME,2022-02-05,Coimbatore,Tamil Nadu,South
CUST00211,Yug Gola,Female,21,SME,2025-05-07,Bengaluru,Karnataka,South
CUST00212,Kalpit Manne,Female,27,Corporate,2023-04-10,Surat,Gujarat,West
CUST00213,Kamala Thaman,Male,28,Corporate,2025-08-01,Siliguri,West Bengal,East
CUST00214,Qasim Banik,Female,57,Corporate,2022-03-23,Madurai,Tamil Nadu,South
CUST00215,Logan Vig,Male,47,SME,2025-10-28,Ludhiana,Punjab,North
CUST00216,Aditya Bal,Male,47,SME,2025-06-16,Amritsar,Punjab,North
CUST00217,Wriddhish Kannan,Male,46,SME,2024-10-27,Kolkata,West Bengal,East
CUST00218,Guneet Bains,Female,62,SME,2024-03-03,Bhopal,Madhya Pradesh,Central
CUST00219,Vyanjana Sidhu,Male,42,Education,2022-04-12,Amritsar,Punjab,North
CUST00220,Lekha Sridhar,Female,54,SME,2022-10-01,Chennai,Tamil Nadu,South
CUST00221,Krisha Naidu,Female,19,Education,2024-01-07,Bhopal,Madhya Pradesh,Central
CUST00222,Anjali Lata,Male,56,Education,2025-04-02,Mumbai,Maharashtra,West
CUST00223,Urvashi Randhawa,Female,32,Corporate,2024-05-05,Mumbai,Maharashtra,West
CUST00224,Ayush Vaidya,Male,58,Retail,2024-05-02,Bhopal,Madhya Pradesh,Central
CUST00225,Jason Bajaj,Female,20,Government,2022-07-01,Mysuru,Karnataka,South
CUST00226,Charvi Mangat,Male,23,SME,2024-12-21,Vadodara,Gujarat,West
CUST00227,Udyati Rajan,Female,29,Corporate,2023-08-14,Vadodara,Gujarat,West
CUST00228,Gauri Mandal,Female,51,Government,2025-12-02,Karimnagar,Telangana,South
CUST00229,Hritik Balan,Female,48,SME,2021-10-06,Mumbai,Maharashtra,West
CUST00230,Gopal Batra,Female,22,Corporate,2022-03-17,Ahmedabad,Gujarat,West
CUST00231,Riya Tiwari,Female,53,SME,2022-09-05,Kozhikode,Kerala,South
CUST00232,Azaan Basu,Male,34,Government,2023-09-27,Coimbatore,Tamil Nadu,South
CUST00233,Leena Choudhry,Female,61,SME,2026-05-18,Coimbatore,Tamil Nadu,South
CUST00234,Oeshi Kamdar,Female,24,Corporate,2023-06-06,Bhopal,Madhya Pradesh,Central
CUST00235,Janya Dhillon,Female,57,Corporate,2023-07-29,Ludhiana,Punjab,North
CUST00236,Chatura Guha,Female,62,SME,2023-03-07,Madurai,Tamil Nadu,South
CUST00237,Ganga Barad,Male,20,Retail,2026-03-31,New Delhi,Delhi,North
CUST00238,Bhavini Chaudhuri,Male,24,Corporate,2024-03-25,Pune,Maharashtra,West
CUST00239,Ekani Kala,Female,47,SME,2022-12-14,Kolkata,West Bengal,East
CUST00240,Aarnav Patla,Male,44,Retail,2025-05-12,Siliguri,West Bengal,East
CUST00241,Ekbal Bhagat,Female,20,SME,2026-06-29,Amritsar,Punjab,North
CUST00242,Raagini Mani,Female,33,SME,2025-07-05,Thiruvananthapuram,Kerala,South
CUST00243,Radhika Singh,Female,52,SME,2021-10-14,Madurai,Tamil Nadu,South
CUST00244,Vyanjana Sarraf,Female,30,Retail,2023-08-27,Mysuru,Karnataka,South
CUST00245,Charan Bala,Male,59,Government,2024-06-30,Ludhiana,Punjab,North
CUST00246,Nicholas Sarin,Female,33,Corporate,2026-02-08,Bengaluru,Karnataka,South
CUST00247,Bhanumati Chandran,Male,53,Corporate,2026-04-25,Indore,Madhya Pradesh,Central
CUST00248,Tamanna Narayanan,Male,39,Corporate,2025-11-09,Indore,Madhya Pradesh,Central
CUST00249,Yashasvi Iyer,Female,27,Corporate,2025-11-12,Indore,Madhya Pradesh,Central
CUST00250,Wyatt Hora,Male,25,Retail,2024-05-16,Siliguri,West Bengal,East
CUST00251,Ishani Choudhury,Female,33,Government,2023-08-28,Hyderabad,Telangana,South
CUST00252,Madhav Tak,Male,34,Retail,2026-02-12,Ahmedabad,Gujarat,West
CUST00253,Vincent Chanda,Female,51,Retail,2022-07-14,Karimnagar,Telangana,South
CUST00254,Yasti Shan,Female,41,Government,2026-03-03,Coimbatore,Tamil Nadu,South
CUST00255,Naksh Kohli,Female,50,Corporate,2021-07-11,Indore,Madhya Pradesh,Central
CUST00256,Vanya Dass,Female,47,Retail,2022-11-26,Indore,Madhya Pradesh,Central
CUST00257,Mekhala Prashad,Female,45,Retail,2026-03-19,Mysuru,Karnataka,South
CUST00258,Nathan Bahri,Male,23,SME,2025-09-17,Amritsar,Punjab,North
CUST00259,Tanmayi Wali,Male,26,SME,2022-12-25,Indore,Madhya Pradesh,Central
CUST00260,Qadim Lad,Female,56,Government,2023-02-07,Bhopal,Madhya Pradesh,Central
CUST00261,Hema Sehgal,Female,24,Retail,2025-05-04,Pune,Maharashtra,West
CUST00262,Pranav Gill,Female,46,Corporate,2023-12-10,Kolkata,West Bengal,East
CUST00263,Bachittar Dash,Female,43,Education,2024-09-17,New Delhi,Delhi,North
CUST00264,Robert Chana,Female,38,SME,2025-09-16,Coimbatore,Tamil Nadu,South
CUST00265,Aarav Seshadri,Female,22,Retail,2026-05-02,Ahmedabad,Gujarat,West
CUST00266,Parth Shenoy,Female,24,SME,2023-09-25,Chennai,Tamil Nadu,South
CUST00267,Urmi Balakrishnan,Male,55,Government,2024-02-14,Karimnagar,Telangana,South
CUST00268,Ronith Deshmukh,Male,44,SME,2021-06-30,Siliguri,West Bengal,East
CUST00269,Tamanna Dugar,Female,56,SME,2022-10-02,New Delhi,Delhi,North
CUST00270,Ekaraj Zacharia,Male,27,Education,2021-11-29,Ahmedabad,Gujarat,West
CUST00271,Rohan Grewal,Female,53,SME,2024-01-17,Kochi,Kerala,South
CUST00272,Netra Bajaj,Male,45,Government,2024-05-24,Coimbatore,Tamil Nadu,South
CUST00273,Pahal Ganguly,Female,19,Corporate,2023-01-17,Indore,Madhya Pradesh,Central
CUST00274,Jagat Choudhary,Female,39,SME,2022-11-10,Nagpur,Maharashtra,West
CUST00275,Neel Saran,Male,54,Education,2026-04-24,Bengaluru,Karnataka,South
CUST00276,Saumya Guha,Male,23,Government,2023-08-06,Chennai,Tamil Nadu,South
CUST00277,Damyanti Bawa,Female,47,SME,2024-05-07,Thiruvananthapuram,Kerala,South
CUST00278,Vidhi Prabhakar,Female,64,SME,2022-11-11,Warangal,Telangana,South
CUST00279,Wahab Bhasin,Male,27,Corporate,2025-08-25,Indore,Madhya Pradesh,Central
CUST00280,Upadhriti Bhakta,Male,35,Education,2022-05-16,Indore,Madhya Pradesh,Central
CUST00281,Michael Shere,Female,44,SME,2024-01-13,New Delhi,Delhi,North
CUST00282,Azaan Ratti,Male,40,Education,2023-01-02,Kozhikode,Kerala,South
CUST00283,Nirja Date,Female,51,SME,2024-10-27,Coimbatore,Tamil Nadu,South
CUST00284,Sara Grover,Female,56,Retail,2023-02-26,Bengaluru,Karnataka,South
CUST00285,Harsh Baria,Female,31,Corporate,2023-03-20,Bengaluru,Karnataka,South
CUST00286,Divya Thaman,Female,25,Retail,2026-03-12,Pune,Maharashtra,West
CUST00287,Ekbal Bal,Male,26,Education,2024-02-05,Amritsar,Punjab,North
CUST00288,Maanas Mishra,Female,22,Education,2023-05-24,Kolkata,West Bengal,East
CUST00289,Yagnesh Bala,Male,47,Retail,2023-03-24,Mysuru,Karnataka,South
CUST00290,Qadim More,Female,54,Education,2025-07-30,Vadodara,Gujarat,West
CUST00291,Elijah Murty,Male,43,Retail,2026-04-14,New Delhi,Delhi,North
CUST00292,Vanya Mammen,Female,62,SME,2023-02-15,Ahmedabad,Gujarat,West
CUST00293,Bakhshi Buch,Male,33,Education,2022-10-25,Coimbatore,Tamil Nadu,South
CUST00294,Urmi Sankaran,Male,43,SME,2025-12-18,Bhopal,Madhya Pradesh,Central
CUST00295,Mohini Bumb,Female,28,Retail,2021-12-16,Ahmedabad,Gujarat,West
CUST00296,Yadavi Sengupta,Male,40,SME,2021-09-09,Kolkata,West Bengal,East
CUST00297,Turvi Agrawal,Male,27,SME,2023-03-24,Hyderabad,Telangana,South
CUST00298,Aadhya Chandran,Male,59,Retail,2023-02-15,Kochi,Kerala,South
CUST00299,Balvan Pai,Female,47,Government,2023-12-28,Karimnagar,Telangana,South
CUST00300,Harrison Bajaj,Female,58,SME,2023-08-23,Bhopal,Madhya Pradesh,Central
CUST00301,Triya Ganesan,Male,48,Education,2025-12-24,Warangal,Telangana,South
CUST00302,Upma Kant,Male,40,Government,2023-02-19,Pune,Maharashtra,West
CUST00303,Jasmit Garg,Female,46,Retail,2025-08-17,Coimbatore,Tamil Nadu,South
CUST00304,Nimrat Bir,Female,22,Retail,2024-01-25,Mysuru,Karnataka,South
CUST00305,Utkarsh Agrawal,Female,55,Government,2025-06-05,Bhopal,Madhya Pradesh,Central
CUST00306,Dakshesh Oommen,Male,38,Government,2026-02-08,Mysuru,Karnataka,South
